1,666,LUISA CANO,68600,190,3,0
2,622,CELIA MUÑOZ,172700,110,71250,3
1,590,INMACULADA DOMINGUEZ,281100,100,2,0
2,696,IRENE SANCHEZ,168200,130,42880,2
2,809,CARLA ROJAS,171600,80,8240,3
1,984,ANA RAMIREZ,497400,120,5,1
2,339,JOSE MIGUEL GARCIA,220800,130,41740,6
2,938,JOSE ANTONIO ROJAS,580500,200,83350,1
1,343,ESTHER HERRERA,558000,170,5,0
2,609,SEBASTIAN VAZQUEZ,380000,90,14760,1
2,704,MERCEDES DIAZ,326800,50,22520,3
2,295,LIDIA GARCIA,74500,110,42450,5
2,357,MANUEL LORENZO,280000,150,47550,2
1,619,VICTOR MANUEL DELGADO,266100,80,3,0
1,347,CONCEPCION CORTES,507100,170,1,0
1,402,MERCEDES SERRANO,388800,180,1,0
1,596,MARC CARRASCO,431700,130,4,0
2,637,JOSE CARLOS ORTIZ,281000,170,30200,6
2,966,JUAN LUIS IBAÑEZ,182600,70,36300,1
1,779,JORGE BENITEZ,587000,120,1,0
2,888,EMILIA ROJAS,203800,170,71360,1
1,118,ENRIQUE GALLARDO,36600,160,1,1
1,485,MARGARITA MOYA,327400,40,4,0
1,305,ALFONSO MORA,53800,50,1,1
2,734,DANIEL CABRERA,275000,130,86480,5
2,640,JOSEFA CALVO,288900,190,11920,4
1,338,EDUARDO DIAZ,440100,160,4,0
2,668,PABLO MARTINEZ,461800,140,17210,2
2,141,ANA BELEN ORTIZ,275900,100,78380,5
2,157,LUIS LORENZO,370700,110,8600,2
1,899,ISMAEL ROMERO,287600,160,3,0
2,568,OSCAR NAVARRO,239900,150,19230,1
2,613,MARIA ELENA VEGA,57300,90,43530,6
1,170,FRANCISCO ROJAS,148500,200,4,1
1,284,GREGORIO CALVO,133600,130,4,1
2,257,MARIA SOLEDAD ROMERO,180200,110,64400,1
1,886,MOHAMED VAZQUEZ,486100,70,4,0
2,151,MARCOS ALVAREZ,125800,80,35450,2
2,264,MARIA TERESA GONZALEZ,101300,60,33730,3
1,742,GONZALO BLANCO,278600,200,4,0
1,411,MILAGROS REYES,90300,40,4,0
2,309,ANTONIO CANO,4400,100,22740,1
1,301,GREGORIO SANZ,32400,160,5,0
1,871,MARTA BLANCO,580800,60,4,1
1,461,ELENA MARIN,303200,100,5,0
2,418,MARTA ROJAS,122500,190,15920,6
1,771,VICENTE GARRIDO,152000,60,3,1
2,529,AMPARO SERRANO,240100,100,98160,6
1,113,ALBA MARTIN,118400,130,4,1
1,163,OSCAR RAMOS,82300,170,3,0
1,346,RUBEN HERNANDEZ,78100,120,5,0
1,580,MARIA PILAR ORTIZ,3600,40,3,0
1,441,MARIA JESUS MARQUEZ,316700,170,1,1
2,949,LUIS MIGUEL SANTIAGO,539600,40,49420,2
1,225,DIEGO VEGA,118900,150,4,1
2,957,MARIA SOLEDAD PASCUAL,485000,50,89090,3
1,705,ROSARIO GARCIA,118100,200,5,1
1,500,LORENZO NAVARRO,253300,200,2,0
1,261,GABRIEL LORENZO,208900,200,5,1
1,895,SANTIAGO MARTIN,482400,200,5,1
1,848,JOSE ANGEL PRIETO,392100,110,2,1
2,294,ESTHER VELASCO,426600,190,47190,6
2,177,CAROLINA CARRASCO,90000,60,14790,1
2,572,JUAN ANTONIO VICENTE,468900,110,64030,2
1,651,SERGIO SANTANA,387200,80,5,1
1,682,LUISA SANTIAGO,561200,80,1,0
1,285,DOMINGO MONTERO,14000,120,3,1
1,275,CAROLINA CASTILLO,226500,180,3,0
2,519,JOSE FRANCISCO PEREZ,59900,50,2640,3
2,611,MARIA ROSARIO RUIZ,17400,80,6890,0
1,203,JUAN CARLOS SOTO,413200,40,1,1
2,368,EMILIO RUIZ,134500,190,76030,1
1,364,MARIA ISABEL SANTANA,531300,110,4,1
2,743,NEREA GARRIDO,528700,190,67110,6
1,892,ESPERANZA FERRER,126700,70,4,1
2,237,MIRIAM SOTO,264800,160,24050,4
2,168,JULIA CRUZ,519400,130,10,1
1,109,ALFREDO GALLEGO,142400,100,3,0
1,614,SERGIO PASTOR,140900,40,4,0
2,819,JUAN CARLOS MORENO,451600,80,10820,3
1,893,ELENA GIL,572400,80,1,1
2,547,NURIA HERNANDEZ,501400,80,40720,3
1,194,EMILIA VIDAL,405000,150,1,1
2,736,ALBA CARRASCO,548300,150,74640,5
2,262,JOAQUIN ORTIZ,115500,110,95550,5
1,721,ANA BELEN ORTIZ,594700,170,3,0
2,994,SEBASTIAN HERNANDEZ,118700,60,24190,0
2,366,ANDRES IGLESIAS,297300,160,39230,4
2,689,LUCIA PRIETO,143700,60,13550,3
1,868,FRANCISCO JOSE VARGAS,538900,120,1,0
1,332,CARLOS IGLESIAS,20900,160,3,1
1,384,ANA ISABEL RUIZ,324700,110,5,0
1,828,CARLOS HIDALGO,527100,200,5,0
1,783,ANDRES MORENO,489900,150,3,0
2,753,MARIA ELENA CASTILLO,510200,50,88110,5
2,896,MARIA CONCEPCION HERRERO,472500,180,31690,3
2,523,MARIA CARMEN RUIZ,359600,110,3090,6
2,728,ESTHER MARQUEZ,291000,80,98560,6
2,394,ANA ISABEL MARQUEZ,357600,50,66500,6
1,638,SANTIAGO DIEZ,295100,180,2,0
1,672,INES FUENTES,517000,200,5,1
2,165,ADRIAN RODRIGUEZ,90500,150,77800,5
2,646,ROBERTO VIDAL,348200,110,94530,2
2,455,JOAN CABRERA,147600,80,71670,5
1,193,RAFAEL SOLER,398400,90,1,0
1,475,ANA ISABEL MARQUEZ,477300,170,5,0
1,578,IVAN MORENO,570100,110,2,1
1,959,ANGELA MARQUEZ,176500,50,5,1
2,881,GONZALO FUENTES,590600,200,56550,2
2,272,RAFAEL ORTIZ,123300,60,24340,5
1,910,FRANCISCO JAVIER ROJAS,315100,130,2,1
2,805,MARIA DOLORES PASTOR,564000,60,92980,0
2,845,ESTHER CAMPOS,2500,130,43840,6
1,653,CRISTIAN IBAÑEZ,340600,180,1,1
1,345,FERNANDO GONZALEZ,75300,120,1,0
1,817,ISMAEL LOZANO,182300,150,3,0
1,935,SERGIO FERRER,352000,180,1,0
1,149,TERESA MORENO,207600,170,1,1
2,549,GUILLERMO CRUZ,211700,150,43860,5
1,770,MARIO CABALLERO,94800,50,1,1
1,140,VICENTE REYES,328800,180,4,1
2,708,MARIA TERESA GUTIERREZ,277700,170,55240,4
1,164,ANTONIA SANTIAGO,292200,50,4,1
1,312,PATRICIA DURAN,105700,80,2,1
1,120,NATALIA HERNANDEZ,455600,130,5,0
1,222,PEDRO CRESPO,66200,150,1,0
1,274,DANIEL MARQUEZ,224900,50,5,0
1,256,ROSA MARIA SANTANA,317300,60,4,0
2,804,JOSE ANTONIO SANTANA,36600,80,5250,2
2,820,ANGELES DURAN,163700,130,87280,4
2,356,ANTONIA SOLER,518400,150,42650,5
1,777,MARIANO IGLESIAS,485500,80,5,1
2,879,GREGORIO MARTIN,164700,120,60890,6
1,986,JOSE MARIA LOPEZ,254700,40,2,1
2,616,JOAN LEON,235300,190,90570,1
1,396,ESPERANZA NUÑEZ,111400,50,4,0
1,846,AURORA ESTEBAN,323200,120,2,1
2,144,INES PRIETO,404300,120,16990,4
2,719,EVA MARIA CABRERA,483400,100,23400,5
2,432,AITOR MARTIN,578500,150,50950,2
1,555,JUAN CANO,283600,160,5,0
1,417,EVA CALVO,315400,160,1,0
2,443,INES CANO,315500,70,52810,4
2,281,EMILIO RUIZ,292900,190,91590,1
1,304,CARLA CORTES,551900,200,4,1
